id,date,primary_type,latitude,longitude,community_area,lat,lon,cluster,rank,tipo_ponto
27700,2023-08-18T20:25:00.000,HOMICIDE,41.81170005,-87.748159806,56,41.81170005,-87.748159806,0,NA,ruído
27867,2023-08-18T06:09:00.000,HOMICIDE,41.909391776,-87.675923778,24,41.909391776,-87.675923778,14,NA,cluster menor
27699,2023-08-17T19:06:00.000,HOMICIDE,41.811634017,-87.667493454,61,41.811634017,-87.667493454,2,1,top 1
27698,2023-08-17T00:45:00.000,HOMICIDE,41.992216267,-87.696128067,2,41.992216267,-87.696128067,15,NA,cluster menor
27697,2023-08-16T23:12:00.000,HOMICIDE,41.879266787,-87.695121636,27,41.879266787,-87.695121636,1,2,top 2
27696,2023-08-16T21:13:00.000,HOMICIDE,41.778838798,-87.653266576,68,41.778838798,-87.653266576,2,1,top 1
27694,2023-08-15T18:54:00.000,HOMICIDE,41.729606703,-87.648305484,73,41.729606703,-87.648305484,2,1,top 1
27693,2023-08-13T21:35:00.000,HOMICIDE,41.790838369,-87.607764449,40,41.790838369,-87.607764449,2,1,top 1
27692,2023-08-13T12:28:00.000,HOMICIDE,41.695277727,-87.626513815,49,41.695277727,-87.626513815,2,1,top 1
27691,2023-08-13T04:04:00.000,HOMICIDE,41.857826775,-87.664404552,31,41.857826775,-87.664404552,4,3,top 3
27690,2023-08-13T02:20:00.000,HOMICIDE,41.870842658,-87.753201483,25,41.870842658,-87.753201483,1,2,top 2
27689,2023-08-11T00:30:00.000,HOMICIDE,41.7363303,-87.62344419,44,41.7363303,-87.62344419,2,1,top 1
27688,2023-08-10T17:34:00.000,HOMICIDE,41.77679823,-87.684795381,66,41.77679823,-87.684795381,2,1,top 1
27687,2023-08-09T15:13:00.000,HOMICIDE,41.752348637,-87.651970406,71,41.752348637,-87.651970406,2,1,top 1
27686,2023-08-09T14:16:00.000,HOMICIDE,41.803863863,-87.687977517,63,41.803863863,-87.687977517,2,1,top 1
27685,2023-08-08T20:36:00.000,HOMICIDE,41.751172608,-87.611725793,44,41.751172608,-87.611725793,2,1,top 1
27684,2023-08-08T07:13:00.000,HOMICIDE,41.764900898,-87.576943938,43,41.764900898,-87.576943938,2,1,top 1
27683,2023-08-07T15:07:00.000,HOMICIDE,41.875997556,-87.694478541,27,41.875997556,-87.694478541,1,2,top 2
27682,2023-08-06T13:44:00.000,HOMICIDE,41.773407549,-87.621506778,69,41.773407549,-87.621506778,2,1,top 1
27681,2023-08-06T13:36:00.000,HOMICIDE,41.764489348,-87.652882968,68,41.764489348,-87.652882968,2,1,top 1
27680,2023-08-06T02:00:00.000,HOMICIDE,41.673004457,-87.661241159,53,41.673004457,-87.661241159,0,NA,ruído
27679,2023-08-06T00:48:00.000,HOMICIDE,41.705940789,-87.538911828,52,41.705940789,-87.538911828,10,10,top 10
27678,2023-08-06T00:34:00.000,HOMICIDE,41.841103444,-87.626852618,35,41.841103444,-87.626852618,5,5,top 5
27677,2023-08-06T00:27:00.000,HOMICIDE,41.924621543,-87.778176196,19,41.924621543,-87.778176196,1,2,top 2
27676,2023-08-05T22:00:00.000,HOMICIDE,41.944620653,-87.76179246,15,41.944620653,-87.76179246,0,NA,ruído
27675,2023-08-04T16:00:00.000,HOMICIDE,41.686837954,-87.614414823,49,41.686837954,-87.614414823,2,1,top 1
27674,2023-08-04T09:45:00.000,HOMICIDE,41.88074915,-87.724006557,26,41.88074915,-87.724006557,1,2,top 2
27880,2023-08-03T13:30:00.000,HOMICIDE,41.789816301,-87.666905223,67,41.789816301,-87.666905223,2,1,top 1
27673,2023-08-02T22:49:00.000,HOMICIDE,41.796026843,-87.646443443,61,41.796026843,-87.646443443,2,1,top 1
27672,2023-08-02T17:07:00.000,HOMICIDE,41.746832751,-87.65524615,71,41.746832751,-87.65524615,2,1,top 1
27671,2023-08-02T09:28:00.000,HOMICIDE,41.876499228,-87.737783467,26,41.876499228,-87.737783467,1,2,top 2
27669,2023-08-02T00:03:00.000,HOMICIDE,41.765718456,-87.614960789,69,41.765718456,-87.614960789,2,1,top 1
27902,2023-08-01T21:30:00.000,HOMICIDE,41.880751096,-87.723855981,26,41.880751096,-87.723855981,1,2,top 2
27668,2023-08-01T20:28:00.000,HOMICIDE,41.796326831,-87.645211693,61,41.796326831,-87.645211693,2,1,top 1
27667,2023-08-01T13:26:00.000,HOMICIDE,41.829651528,-87.614451899,35,41.829651528,-87.614451899,2,1,top 1
27666,2023-07-31T22:33:00.000,HOMICIDE,41.763518065,-87.635530075,68,41.763518065,-87.635530075,2,1,top 1
27670,2023-07-31T15:00:00.000,HOMICIDE,41.852425507,-87.613473854,33,41.852425507,-87.613473854,5,5,top 5
27664,2023-07-31T00:38:00.000,HOMICIDE,41.691667942,-87.62412586,49,41.691667942,-87.62412586,2,1,top 1
27663,2023-07-30T17:39:00.000,HOMICIDE,41.77672742,-87.700641364,66,41.77672742,-87.700641364,2,1,top 1
27662,2023-07-30T02:50:00.000,HOMICIDE,41.998157433,-87.663352593,1,41.998157433,-87.663352593,3,6,top 6
27661,2023-07-30T00:51:00.000,HOMICIDE,41.860132426,-87.729884957,29,41.860132426,-87.729884957,1,2,top 2
27660,2023-07-29T20:17:00.000,HOMICIDE,41.755612548,-87.646596004,71,41.755612548,-87.646596004,2,1,top 1
27658,2023-07-28T23:00:00.000,HOMICIDE,41.847130663,-87.691022211,30,41.847130663,-87.691022211,1,2,top 2
27657,2023-07-28T10:59:00.000,HOMICIDE,41.903776151,-87.720408087,23,41.903776151,-87.720408087,1,2,top 2
27656,2023-07-28T06:37:00.000,HOMICIDE,41.778948601,-87.63182116,68,41.778948601,-87.63182116,2,1,top 1
27655,2023-07-26T16:35:00.000,HOMICIDE,41.736886394,-87.624170849,44,41.736886394,-87.624170849,2,1,top 1
27654,2023-07-26T11:14:00.000,HOMICIDE,41.765994065,-87.661418855,67,41.765994065,-87.661418855,2,1,top 1
27653,2023-07-26T00:55:00.000,HOMICIDE,41.738604322,-87.562387717,46,41.738604322,-87.562387716999993,2,1,top 1
27652,2023-07-25T15:35:00.000,HOMICIDE,41.857992395,-87.727372203,29,41.857992395,-87.727372203,1,2,top 2
27649,2023-07-24T21:43:00.000,HOMICIDE,41.759869483,-87.564372685,43,41.759869483,-87.564372685,2,1,top 1
27647,2023-07-24T11:40:00.000,HOMICIDE,41.752545308,-87.624599541,69,41.752545308,-87.624599541,2,1,top 1
27646,2023-07-23T02:15:00.000,HOMICIDE,41.852418474,-87.702839737,30,41.852418474,-87.702839737,1,2,top 2
27644,2023-07-22T02:19:00.000,HOMICIDE,41.774040135,-87.703025036,66,41.774040135,-87.703025036,2,1,top 1
27642,2023-07-22T01:41:00.000,HOMICIDE,41.885729587,-87.625821329,32,41.885729587,-87.625821329,7,4,top 4
27643,2023-07-22T01:37:00.000,HOMICIDE,41.750191995,-87.664647338,71,41.750191995,-87.664647338,2,1,top 1
27645,2023-07-22T00:39:00.000,HOMICIDE,41.862084411,-87.707979723,29,41.862084411,-87.707979723,1,2,top 2
27641,2023-07-21T22:47:00.000,HOMICIDE,41.746846831,-87.654377518,71,41.746846831,-87.654377518,2,1,top 1
27639,2023-07-21T03:03:00.000,HOMICIDE,41.751391406,-87.661849684,71,41.751391406,-87.661849684,2,1,top 1
27640,2023-07-21T02:07:00.000,HOMICIDE,41.779942145,-87.633188886,68,41.779942145,-87.633188886,2,1,top 1
27638,2023-07-19T19:40:00.000,HOMICIDE,41.717838615,-87.569859054,51,41.717838615,-87.569859054,16,NA,cluster menor
27637,2023-07-19T09:30:00.000,HOMICIDE,41.755978419,-87.621490499,69,41.755978419,-87.621490499,2,1,top 1
27636,2023-07-18T14:31:00.000,HOMICIDE,41.733791676,-87.622534227,44,41.733791676,-87.622534227,2,1,top 1
28724,2023-07-18T06:55:00.000,HOMICIDE,41.739186161,-87.637643898,71,41.739186161,-87.637643898,2,1,top 1
27803,2023-07-18T05:26:00.000,HOMICIDE,41.770604099,-87.618608772,69,41.770604099,-87.618608772,2,1,top 1
27635,2023-07-17T05:53:00.000,HOMICIDE,41.747384439,-87.547961788,46,41.747384439,-87.547961788,2,1,top 1
27633,2023-07-16T02:58:00.000,HOMICIDE,41.882027572,-87.727042341,26,41.882027572,-87.727042341,1,2,top 2
27634,2023-07-16T02:56:00.000,HOMICIDE,41.899635636,-87.696799539,24,41.899635636,-87.696799539,1,2,top 2
27632,2023-07-15T20:47:00.000,HOMICIDE,41.965698183,-87.654790773,3,41.965698183,-87.654790773,17,NA,cluster menor
27631,2023-07-15T18:50:00.000,HOMICIDE,41.802008396,-87.690365424,63,41.802008396,-87.690365424,2,1,top 1
27630,2023-07-14T05:46:00.000,HOMICIDE,41.962039762,-87.646876692,3,41.962039762,-87.646876692,17,NA,cluster menor
27629,2023-07-13T23:29:00.000,HOMICIDE,41.777233355,-87.697340461,66,41.777233355,-87.697340461,2,1,top 1
27665,2023-07-13T21:40:00.000,HOMICIDE,41.765444001,-87.626906181,69,41.765444001,-87.626906181,2,1,top 1
27628,2023-07-13T14:10:00.000,HOMICIDE,41.870495432,-87.725333914,26,41.870495432,-87.725333914,1,2,top 2
27829,2023-07-12T07:19:00.000,HOMICIDE,41.893598425,-87.624221273,8,41.893598425,-87.624221273,7,4,top 4
27626,2023-07-11T20:15:00.000,HOMICIDE,41.881738862,-87.751332935,25,41.881738862,-87.751332935,1,2,top 2
27625,2023-07-11T01:07:00.000,HOMICIDE,41.881800069,-87.746642988,25,41.881800069,-87.746642988,1,2,top 2
27624,2023-07-11T00:21:00.000,HOMICIDE,41.740144024,-87.562409606,46,41.740144024,-87.562409606,2,1,top 1
27623,2023-07-10T23:53:00.000,HOMICIDE,41.765202101,-87.566493662,43,41.765202101,-87.566493662,2,1,top 1
27622,2023-07-10T17:10:00.000,HOMICIDE,41.851558283,-87.723964347,29,41.851558283,-87.723964347,1,2,top 2
27621,2023-07-10T13:30:00.000,HOMICIDE,41.883893852,-87.746627506,25,41.883893852,-87.746627506,1,2,top 2
27620,2023-07-10T03:13:00.000,HOMICIDE,41.727464255,-87.546863661,46,41.727464255,-87.546863661,2,1,top 1
27619,2023-07-09T14:55:00.000,HOMICIDE,41.860159955,-87.710369909,29,41.860159955,-87.710369909,1,2,top 2
27618,2023-07-09T02:39:00.000,HOMICIDE,41.794402207,-87.620317383,40,41.794402207,-87.620317383,2,1,top 1
27617,2023-07-08T22:25:00.000,HOMICIDE,41.909840192,-87.766753855,25,41.909840192,-87.766753855,1,2,top 2
27616,2023-07-08T21:40:00.000,HOMICIDE,41.852905207,-87.627981752,33,41.852905207,-87.627981752,5,5,top 5
27615,2023-07-08T04:15:00.000,HOMICIDE,41.719417537,-87.62618708,49,41.719417537,-87.62618708,2,1,top 1
27614,2023-07-06T10:34:00.000,HOMICIDE,41.883782058,-87.747844062,25,41.883782058,-87.747844062,1,2,top 2
27613,2023-07-05T05:38:00.000,HOMICIDE,41.791803247,-87.658457771,67,41.791803247,-87.658457771,2,1,top 1
27611,2023-07-05T01:18:00.000,HOMICIDE,41.86850295,-87.643700235,28,41.86850295,-87.643700235,4,3,top 3
27612,2023-07-05T00:44:00.000,HOMICIDE,41.87057436,-87.71799741,27,41.87057436,-87.71799741,1,2,top 2
27610,2023-07-04T07:28:00.000,HOMICIDE,41.813077982,-87.669947238,61,41.813077982,-87.669947238,2,1,top 1
27609,2023-07-04T00:51:00.000,HOMICIDE,41.892649581,-87.629682213,8,41.892649581,-87.629682213,7,4,top 4
27608,2023-07-03T17:19:00.000,HOMICIDE,41.808028819,-87.684414463,58,41.808028819,-87.684414463,2,1,top 1
27607,2023-07-03T02:03:00.000,HOMICIDE,41.843815291,-87.715989472,30,41.843815291,-87.715989472,1,2,top 2
27606,2023-07-03T00:44:00.000,HOMICIDE,41.843815291,-87.715989472,30,41.843815291,-87.715989472,1,2,top 2
27604,2023-07-01T20:26:00.000,HOMICIDE,41.795674963,-87.733035078,62,41.795674963,-87.733035078,12,NA,cluster menor
27605,2023-07-01T18:32:00.000,HOMICIDE,41.993149278,-87.692182675,2,41.993149278,-87.692182675,15,NA,cluster menor
27603,2023-06-30T20:16:00.000,HOMICIDE,41.780089135,-87.684883213,66,41.780089135,-87.684883213,2,1,top 1
27602,2023-06-30T20:10:00.000,HOMICIDE,41.791463712,-87.671798308,67,41.791463712,-87.671798308,2,1,top 1
27601,2023-06-30T17:21:00.000,HOMICIDE,41.765995665,-87.662632144,67,41.765995665,-87.662632144,2,1,top 1
27600,2023-06-29T19:40:00.000,HOMICIDE,41.773168477,-87.634868256,68,41.773168477,-87.634868256,2,1,top 1
27598,2023-06-29T16:39:00.000,HOMICIDE,41.772074324,-87.674017498,67,41.772074324,-87.674017498,2,1,top 1
27597,2023-06-29T07:00:00.000,HOMICIDE,41.803553993,-87.735701327,57,41.803553993,-87.735701327,12,NA,cluster menor
27599,2023-06-29T05:32:00.000,HOMICIDE,41.874318463,-87.728506804,26,41.874318463,-87.728506804,1,2,top 2
27651,2023-06-29T01:00:00.000,HOMICIDE,41.880924262,-87.771816207,25,41.880924262,-87.771816207,1,2,top 2
27595,2023-06-28T23:04:00.000,HOMICIDE,41.947607802,-87.707846683,16,41.947607802,-87.707846683,0,NA,ruído
27591,2023-06-28T00:00:00.000,HOMICIDE,41.815875852,-87.606689538,39,41.815875852,-87.606689538,2,1,top 1
27593,2023-06-27T20:20:00.000,HOMICIDE,41.786757093,-87.663717493,67,41.786757093,-87.663717493,2,1,top 1
27592,2023-06-27T20:17:00.000,HOMICIDE,41.786757093,-87.663717493,67,41.786757093,-87.663717493,2,1,top 1
27590,2023-06-27T13:48:00.000,HOMICIDE,41.860636654,-87.729226781,29,41.860636654,-87.729226781,1,2,top 2
27589,2023-06-26T13:51:00.000,HOMICIDE,41.761023261,-87.557607458,43,41.761023261,-87.557607458,2,1,top 1
27596,2023-06-26T08:00:00.000,HOMICIDE,41.881088655,-87.720764494,26,41.881088655,-87.720764494,1,2,top 2
27587,2023-06-25T22:09:00.000,HOMICIDE,41.899998054,-87.72622589,23,41.899998054,-87.72622589,1,2,top 2
27586,2023-06-25T21:13:00.000,HOMICIDE,41.869355188,-87.660612899,28,41.869355188,-87.660612899,4,3,top 3
27585,2023-06-25T20:45:00.000,HOMICIDE,41.733782992,-87.613206443,44,41.733782992,-87.613206443,2,1,top 1
27584,2023-06-25T16:45:00.000,HOMICIDE,41.848104242,-87.695339712,30,41.848104242,-87.695339712,1,2,top 2
27583,2023-06-25T12:40:00.000,HOMICIDE,41.96357384,-87.705874165,14,41.96357384,-87.705874165,6,9,top 9
27742,2023-06-24T01:23:00.000,HOMICIDE,41.876581674,-87.760463999,25,41.876581674,-87.760463999,1,2,top 2
27581,2023-06-23T20:25:00.000,HOMICIDE,41.807689558,-87.658866931,61,41.807689558,-87.658866931,2,1,top 1
27594,2023-06-23T19:35:00.000,HOMICIDE,41.864358624,-87.650966,28,41.864358624,-87.650966,4,3,top 3
27582,2023-06-23T18:43:00.000,HOMICIDE,41.871939836,-87.699119496,27,41.871939836,-87.699119496,1,2,top 2
27580,2023-06-23T16:13:00.000,HOMICIDE,41.761737932,-87.570071948,43,41.761737932,-87.570071948,2,1,top 1
13116982,2023-06-23T04:44:00.000,HOMICIDE,41.785930664,-87.723266186,65,41.785930664,-87.723266186,2,1,top 1
27579,2023-06-22T16:44:00.000,HOMICIDE,41.901878705,-87.720187467,23,41.901878705,-87.720187467,1,2,top 2
27578,2023-06-22T15:28:00.000,HOMICIDE,41.883316797,-87.72953832,26,41.883316797,-87.72953832,1,2,top 2
27577,2023-06-20T12:42:00.000,HOMICIDE,41.876223731,-87.721912515,26,41.876223731,-87.721912515,1,2,top 2
27576,2023-06-20T12:10:00.000,HOMICIDE,41.878645567,-87.710935821,27,41.878645567,-87.710935821,1,2,top 2
27575,2023-06-19T19:02:00.000,HOMICIDE,41.884494361,-87.741719427,25,41.884494361,-87.741719427,1,2,top 2
27574,2023-06-19T15:13:00.000,HOMICIDE,41.749821552,-87.705512108,70,41.749821552,-87.705512108,13,NA,cluster menor
27573,2023-06-19T07:45:00.000,HOMICIDE,41.876043968,-87.736252854,26,41.876043968,-87.736252854,1,2,top 2
27572,2023-06-18T23:24:00.000,HOMICIDE,41.681702629,-87.642037691,53,41.681702629,-87.642037691,2,1,top 1
27571,2023-06-18T22:06:00.000,HOMICIDE,41.74257073,-87.641418175,71,41.74257073,-87.641418175,2,1,top 1
27570,2023-06-18T20:31:00.000,HOMICIDE,41.713834218,-87.630885143,49,41.713834218,-87.630885143,2,1,top 1
27569,2023-06-18T20:11:00.000,HOMICIDE,41.713834218,-87.630885143,49,41.713834218,-87.630885143,2,1,top 1
27568,2023-06-18T08:05:00.000,HOMICIDE,41.77424189,-87.607049687,42,41.77424189,-87.607049687,2,1,top 1
27567,2023-06-18T03:38:00.000,HOMICIDE,41.903082025,-87.762501018,25,41.903082025,-87.762501018,1,2,top 2
27566,2023-06-17T17:45:00.000,HOMICIDE,41.878645567,-87.710935821,27,41.878645567,-87.710935821,1,2,top 2
27565,2023-06-17T05:16:00.000,HOMICIDE,41.748944055,-87.605172793,44,41.748944055,-87.605172793,2,1,top 1
27564,2023-06-17T00:53:00.000,HOMICIDE,41.748512139,-87.665060546,71,41.748512139,-87.665060546,2,1,top 1
27563,2023-06-16T19:06:00.000,HOMICIDE,41.876192545,-87.724306873,26,41.876192545,-87.724306873,1,2,top 2
27562,2023-06-16T15:51:00.000,HOMICIDE,41.926023056,-87.751955868,19,41.926023056,-87.751955868,1,2,top 2
27561,2023-06-14T18:59:00.000,HOMICIDE,41.756330877,-87.602879293,69,41.756330877,-87.602879293,2,1,top 1
27560,2023-06-13T01:57:00.000,HOMICIDE,41.850819964,-87.731227775,29,41.850819964,-87.731227775,1,2,top 2
27559,2023-06-12T12:05:00.000,HOMICIDE,41.868876048,-87.719607108,29,41.868876048,-87.719607108,1,2,top 2
27558,2023-06-11T18:30:00.000,HOMICIDE,41.854811552,-87.712425987,29,41.854811552,-87.712425987,1,2,top 2
27557,2023-06-11T08:46:00.000,HOMICIDE,41.765349484,-87.701625561,66,41.765349484,-87.701625561,2,1,top 1
27556,2023-06-11T01:28:00.000,HOMICIDE,41.902730408,-87.719345458,23,41.902730408,-87.719345458,1,2,top 2
27555,2023-06-10T03:00:00.000,HOMICIDE,41.876747617,-87.688742906,28,41.876747617,-87.688742906,1,2,top 2
27554,2023-06-09T02:16:00.000,HOMICIDE,41.878284697,-87.749337338,25,41.878284697,-87.749337338,1,2,top 2
27552,2023-06-09T00:25:00.000,HOMICIDE,41.755858468,-87.610192647,69,41.755858468,-87.610192647,2,1,top 1
27551,2023-06-08T05:45:00.000,HOMICIDE,41.870932257,-87.744921277,25,41.870932257,-87.744921277,1,2,top 2
27550,2023-06-07T18:00:00.000,HOMICIDE,41.797995188,-87.67755497,61,41.797995188,-87.67755497,2,1,top 1
27549,2023-06-06T17:32:00.000,HOMICIDE,41.671851221,-87.645367766,53,41.671851221,-87.645367766,2,1,top 1
27548,2023-06-06T01:05:00.000,HOMICIDE,41.801749466,-87.591837648,41,41.801749466,-87.591837648,0,NA,ruído
27547,2023-06-05T21:15:00.000,HOMICIDE,41.918494462,-87.711911917,22,41.918494462,-87.711911917,1,2,top 2
27546,2023-06-05T03:23:00.000,HOMICIDE,41.81318639,-87.605377354,39,41.81318639,-87.605377354,2,1,top 1
27650,2023-06-04T07:00:00.000,HOMICIDE,41.805025119,-87.660314315,61,41.805025119,-87.660314315,2,1,top 1
27545,2023-06-04T04:41:00.000,HOMICIDE,41.864643723,-87.658812004,28,41.864643723,-87.658812004,4,3,top 3
27544,2023-06-04T01:48:00.000,HOMICIDE,41.895019138,-87.619662129,8,41.895019138,-87.619662129,7,4,top 4
27541,2023-06-04T01:16:00.000,HOMICIDE,41.743445022,-87.60137277,44,41.743445022,-87.60137277,2,1,top 1
27543,2023-06-04T01:12:00.000,HOMICIDE,41.896824393,-87.746560591,25,41.896824393,-87.746560591,1,2,top 2
27542,2023-06-03T22:40:00.000,HOMICIDE,41.891739422,-87.72186006,23,41.891739422,-87.72186006,1,2,top 2
27540,2023-06-03T12:14:00.000,HOMICIDE,41.764300545,-87.645601659,68,41.764300545,-87.645601659,2,1,top 1
27539,2023-06-03T07:35:00.000,HOMICIDE,41.768513888,-87.667169734,67,41.768513888,-87.667169734,2,1,top 1
27538,2023-06-03T04:31:00.000,HOMICIDE,41.865522673,-87.722715696,29,41.865522673,-87.722715696,1,2,top 2
27537,2023-06-03T02:48:00.000,HOMICIDE,41.895945769,-87.746469463,25,41.895945769,-87.746469463,1,2,top 2
27535,2023-06-02T12:04:00.000,HOMICIDE,41.766025213,-87.644435915,68,41.766025213,-87.644435915,2,1,top 1
27536,2023-06-02T11:55:00.000,HOMICIDE,41.877756484,-87.720642095,26,41.877756484,-87.720642095,1,2,top 2
27534,2023-06-02T03:35:00.000,HOMICIDE,41.878586538,-87.746103221,25,41.878586538,-87.746103221,1,2,top 2
27533,2023-06-01T21:44:00.000,HOMICIDE,41.817547632,-87.632386897,37,41.817547632,-87.632386897,2,1,top 1
27532,2023-05-31T19:05:00.000,HOMICIDE,41.894282051,-87.71140108,23,41.894282051,-87.71140108,1,2,top 2
27531,2023-05-31T18:13:00.000,HOMICIDE,41.894282051,-87.71140108,23,41.894282051,-87.71140108,1,2,top 2
27527,2023-05-28T02:49:00.000,HOMICIDE,41.869052349,-87.728527075,26,41.869052349,-87.728527075,1,2,top 2
27526,2023-05-28T00:56:00.000,HOMICIDE,41.703212621,-87.648900643,73,41.703212621,-87.648900643,11,8,top 8
27525,2023-05-27T23:13:00.000,HOMICIDE,41.773017577,-87.61265777,42,41.773017577,-87.61265777,2,1,top 1
27524,2023-05-27T22:30:00.000,HOMICIDE,41.716769577,-87.536492917,52,41.716769577,-87.536492917,10,10,top 10
27523,2023-05-27T13:33:00.000,HOMICIDE,41.749880266,-87.663426578,71,41.749880266,-87.663426578,2,1,top 1
27522,2023-05-27T11:55:00.000,HOMICIDE,41.781184105,-87.615649806,40,41.781184105,-87.615649806,2,1,top 1
27521,2023-05-27T11:40:00.000,HOMICIDE,41.901782642,-87.720184712,23,41.901782642,-87.720184712,1,2,top 2
27520,2023-05-27T03:45:00.000,HOMICIDE,41.84743829,-87.709997866,30,41.84743829,-87.709997866,1,2,top 2
27518,2023-05-27T03:17:00.000,HOMICIDE,41.857591393,-87.682181032,31,41.857591393,-87.682181032,1,2,top 2
27516,2023-05-27T02:51:00.000,HOMICIDE,41.9342691,-87.643341339,6,41.9342691,-87.643341339,0,NA,ruído
27517,2023-05-27T01:07:00.000,HOMICIDE,41.75203685,-87.674742989,71,41.75203685,-87.674742989,2,1,top 1
27519,2023-05-27T00:05:00.000,HOMICIDE,41.893869443,-87.768573535,25,41.893869443,-87.768573535,1,2,top 2
27515,2023-05-24T11:58:00.000,HOMICIDE,41.784509877,-87.646119056,68,41.784509877,-87.646119056,2,1,top 1
27513,2023-05-23T16:10:00.000,HOMICIDE,41.991335662,-87.656850699,77,41.991335662,-87.656850699,3,6,top 6
27895,2023-05-23T10:24:00.000,HOMICIDE,41.967612061,-87.778086234,15,41.967612061,-87.778086234,0,NA,ruído
27512,2023-05-22T23:07:00.000,HOMICIDE,41.70433465,-87.631094752,49,41.70433465,-87.631094752,2,1,top 1
27511,2023-05-22T19:40:00.000,HOMICIDE,41.793119057,-87.786716349,56,41.793119057,-87.786716349,0,NA,ruído
27510,2023-05-22T17:39:00.000,HOMICIDE,41.899195317,-87.766759805,25,41.899195317,-87.766759805,1,2,top 2
27509,2023-05-20T02:53:00.000,HOMICIDE,41.91739557,-87.726568067,20,41.91739557,-87.726568067,1,2,top 2
27506,2023-05-19T18:34:00.000,HOMICIDE,41.654363697,-87.603886182,54,41.654363697,-87.603886182,8,7,top 7
27507,2023-05-19T14:27:00.000,HOMICIDE,41.768885085,-87.620200454,69,41.768885085,-87.620200454,2,1,top 1
27505,2023-05-18T19:20:00.000,HOMICIDE,41.797615741,-87.631903671,37,41.797615741,-87.631903671,2,1,top 1
27503,2023-05-17T23:50:00.000,HOMICIDE,41.888890056,-87.761650471,25,41.888890056,-87.761650471,1,2,top 2
27502,2023-05-17T18:25:00.000,HOMICIDE,41.690869001,-87.540107818,52,41.690869001,-87.540107818,0,NA,ruído
27501,2023-05-17T15:11:00.000,HOMICIDE,41.763140192,-87.610367468,69,41.763140192,-87.610367468,2,1,top 1
27500,2023-05-17T12:24:00.000,HOMICIDE,41.72214865,-87.597852536,47,41.72214865,-87.597852536,2,1,top 1
27498,2023-05-16T18:50:00.000,HOMICIDE,41.880528932,-87.702034691,27,41.880528932,-87.702034691,1,2,top 2
27499,2023-05-16T18:26:00.000,HOMICIDE,41.966983045,-87.718210408,14,41.966983045,-87.718210408,6,9,top 9
27497,2023-05-16T17:00:00.000,HOMICIDE,41.784444922,-87.666766519,67,41.784444922,-87.666766519,2,1,top 1
27508,2023-05-16T07:43:00.000,HOMICIDE,41.863465148,-87.652084184,28,41.863465148,-87.652084184,4,3,top 3
27496,2023-05-16T00:35:00.000,HOMICIDE,41.94858793,-87.742645368,15,41.94858793,-87.742645368,0,NA,ruído
27494,2023-05-15T21:37:00.000,HOMICIDE,41.781222523,-87.615649378,40,41.781222523,-87.615649378,2,1,top 1
27493,2023-05-14T20:31:00.000,HOMICIDE,41.669624341,-87.639231527,53,41.669624341,-87.639231527,2,1,top 1
27492,2023-05-14T19:37:00.000,HOMICIDE,41.910446632,-87.753552071,25,41.910446632,-87.753552071,1,2,top 2
27491,2023-05-14T16:53:00.000,HOMICIDE,41.751004623,-87.558944779,46,41.751004623,-87.558944779,2,1,top 1
27489,2023-05-13T23:17:00.000,HOMICIDE,41.868042856,-87.720833983,29,41.868042856,-87.720833983,1,2,top 2
27488,2023-05-13T21:00:00.000,HOMICIDE,41.733571929,-87.631879156,49,41.733571929,-87.631879156,2,1,top 1
27487,2023-05-13T18:26:00.000,HOMICIDE,41.777838294,-87.615566126,69,41.777838294,-87.615566126,2,1,top 1
27486,2023-05-13T03:19:00.000,HOMICIDE,41.843922218,-87.6269207,35,41.843922218,-87.6269207,5,5,top 5
27485,2023-05-13T02:25:00.000,HOMICIDE,41.771562545,-87.653075829,68,41.771562545,-87.653075829,2,1,top 1
27483,2023-05-12T19:55:00.000,HOMICIDE,41.798854681,-87.645272669,61,41.798854681,-87.645272669,2,1,top 1
27482,2023-05-12T17:03:00.000,HOMICIDE,41.675493934,-87.634611227,53,41.675493934,-87.634611227,2,1,top 1
27490,2023-05-12T16:46:00.000,HOMICIDE,41.997742229,-87.689094166,2,41.997742229,-87.689094166,15,NA,cluster menor
27481,2023-05-12T13:18:00.000,HOMICIDE,41.868004983,-87.724032136,29,41.868004983,-87.724032136,1,2,top 2
27480,2023-05-12T05:24:00.000,HOMICIDE,41.740396794,-87.551487537,46,41.740396794,-87.551487537,2,1,top 1
27478,2023-05-12T01:20:00.000,HOMICIDE,41.778429339,-87.673882748,67,41.778429339,-87.673882748,2,1,top 1
27475,2023-05-11T19:43:00.000,HOMICIDE,41.863453179,-87.722654622,29,41.863453179,-87.722654622,1,2,top 2
27477,2023-05-11T18:06:00.000,HOMICIDE,41.782538127,-87.641322308,68,41.782538127,-87.641322308,2,1,top 1
27476,2023-05-11T18:00:00.000,HOMICIDE,41.782538127,-87.641322308,68,41.782538127,-87.641322308,2,1,top 1
27484,2023-05-11T14:19:00.000,HOMICIDE,41.766493357,-87.649298827,68,41.766493357,-87.649298827,2,1,top 1
27473,2023-05-11T07:03:00.000,HOMICIDE,41.824911748,-87.609140948,36,41.824911748,-87.609140948,2,1,top 1
27474,2023-05-11T06:30:00.000,HOMICIDE,41.783498306,-87.609647494,42,41.783498306,-87.609647494,2,1,top 1
