"koi_period","koi_time0bk","koi_duration","koi_depth","koi_model_snr","koi_impact","koi_ror","koi_srho","koi_num_transits","koi_fpflag_nt","koi_fpflag_ss","koi_fpflag_co","koi_fpflag_ec","koi_steff","koi_slogg","koi_srad","koi_smet","binary_class","id","dia","telescopio","id_formulario"
7.68433346,133.36007,1.4346,1175,28.5,0.951,0.041382,1.69524,135,0,0,0,0,4402,4.682,0.572,-0.58,"CONFIRMED",721,1,1,112
5.99185827,136.88244,1.7215,186.3,32.1,0.905,0.014875,0.97256,223,0,0,0,0,6157,4.049,1.695,-0.02,"CONFIRMED",722,1,1,112
18.01164974,185.09162,6.7367,107.8,60.8,0.924,0.011469,0.03546,76,0,0,0,0,6477,4.224,1.459,0.1,"CONFIRMED",723,1,1,112
4.76702759,132.69368,2.013,163.4,14.3,0.077,0.011605,5.06537,223,0,0,0,0,5629,4.43,0.937,-0.16,"CONFIRMED",724,1,1,112
6.481633073,122.977657,3.784,298.5,125.6,0.833,0.017836,0.20633,214,0,0,0,0,5945,4.213,1.302,-0.08,"CONFIRMED",725,1,1,112
12.3860474,132.8175,2.604,151.3,9.1,0.538,0.011472,3.72033,108,0,0,0,0,5121,4.457,0.888,0.18,"CONFIRMED",726,1,1,112
9.08233411,139.65489,2.008,296.9,15.8,0.262,0.015633,8.94101,298,0,0,0,0,5354,4.587,0.788,-0.08,"CONFIRMED",727,1,1,112
2.343230566,133.20732,2.0424,246.5,23.9,0.047,0.01386,2.42571,454,0,0,0,0,4798,4.533,0.782,0.16,"CONFIRMED",728,1,1,112
2.685054445,132.60443,1.0473,252.7,28.9,0.762,0.016076,6.02532,499,0,0,0,0,5266,4.484,0.829,-0.18,"CONFIRMED",729,1,1,112
15.22895514,176.56001,2.5967,1124.8,63.8,0.777,0.033813,2.33268,93,0,0,0,0,5456,4.562,0.812,-0.1,"CONFIRMED",730,1,1,112
3.275821982,170.25357,3.0427,274.9,64.4,0.746,0.016437,0.33381,409,0,0,0,0,6185,4.013,1.972,0.36,"CONFIRMED",731,1,1,112
6.30922043,133.99677,1.3251,691.2,22.5,0.118,0.023605,24.04952,208,0,0,0,0,4380,4.71,0.53,-0.92,"CONFIRMED",732,1,1,112
4.33722007,132.85152,2.4973,358.5,47.9,0.053,0.017003,2.46739,309,0,0,0,0,5390,4.499,0.876,0.06,"CONFIRMED",733,1,1,112
5.1443645,133.83044,2.703,310.7,20.2,0.031,0.015692,2.30549,261,0,0,0,0,5157,4.445,0.904,0.18,"CONFIRMED",734,1,1,112
2.21571296,131.82107,1.8211,285.1,22.1,0.796,0.017229,0.81054,515,0,0,0,0,5417,4.447,0.901,-0.08,"CONFIRMED",735,1,1,112
20.55331441,139.5613,5.3136,678.3,40.6,0.795,0.026301,0.31624,66,0,0,0,0,6325,4.409,1.112,-0.04,"CONFIRMED",736,1,1,112
15.9868932,137.5964,4.158,178.5,10.9,0.533,0.012587,1.19847,79,0,0,0,0,6049,4.353,1.176,0.16,"CONFIRMED",737,1,1,112
8.39842977,136.31152,6.344,340.1,28,0.573,0.01755,0.16709,164,0,0,0,0,6309,4.441,1.044,-0.18,"CONFIRMED",738,1,1,112
49.3567907,134.29533,10.954,130.2,35,0.277,0.010449,0.2907,27,0,0,0,0,5862,4.05,1.67,0.16,"CONFIRMED",739,1,1,112
76.7324556,200.6722,6.243,685.7,34.3,0.462,0.024437,2.0355,13,0,0,0,0,5951,4.319,1.155,-0.02,"CONFIRMED",740,1,1,112
2.226496196,133.37195,1.7073,1839.1,36,0.048,0.038292,4.23146,274,0,0,0,0,3640,4.744,0.503,0.21,"CONFIRMED",741,1,1,112
10.35078415,133.71163,6.253,273.1,36.5,0.79,0.016746,0.09524,131,0,0,0,0,5534,4.338,1.08,0.14,"CONFIRMED",742,1,1,112
2.820190603,170.787705,2.554,467.5,64.2,0.614,0.020656,0.78777,380,0,0,0,0,5831,4.359,1.121,0.16,"CONFIRMED",743,1,1,112
15.86624787,141.08734,4.25,77.3,28.4,0.858,0.009192,0.2639,68,0,0,0,0,6099,4.193,1.308,-0.3,"CONFIRMED",744,1,1,112
13.78109471,177.852785,2.3188,756,112.8,0.545,0.025926,6.11908,98,0,0,0,0,3846,4.738,0.503,-0.24,"CONFIRMED",745,1,1,112
48.6303805,172.54736,7.0805,339.8,53.9,0.034,0.016784,1.21283,25,0,0,0,0,6075,4.264,1.352,0.32,"CONFIRMED",746,1,1,112
64.617518,166.14425,5.796,2486.6,61.9,0.9,0.056124,0.47169,16,0,0,0,0,5043,4.47,0.881,0.3,"CONFIRMED",747,1,1,112
3.905081685,133.4150433,2.8213,21340.5,1315.8,0.131,0.13191,2.09428,341,0,0,0,0,5543,4.54,0.887,0.21,"CONFIRMED",748,1,1,112
5.859935955,132.040528,4.0185,322.8,186.7,0.049,0.016453,0.80033,232,0,0,0,0,6181,4.22,1.424,0.14,"CONFIRMED",749,1,1,112
10.692115,141.116,4.657,408.4,9.4,0.734,0.019947,0.31886,8,0,0,0,0,6474,4.311,1.242,-0.16,"CONFIRMED",750,1,1,112
124.5245224,254.17788,9.654,689.9,47.5,0.004,0.023514,1.25174,11,0,0,0,0,5497,4.394,1.046,0.38,"CONFIRMED",751,1,1,112
6.9131732,138.4219,4.73,39.1,12.5,0.264,0.005778,0.50615,156,0,0,0,0,6296,4.21,1.444,0.07,"CONFIRMED",752,1,1,112
3.92453009,132.40179,3.691,463.5,25.3,0.112,0.019616,0.69061,289,0,0,0,0,5776,4.554,0.849,-0.18,"CONFIRMED",753,1,1,112
2.888904439,132.15271,1.6043,402.2,23.7,0.77,0.020322,1.7966,457,0,0,0,0,4895,4.589,0.759,0.16,"CONFIRMED",754,1,1,112
4.959319244,172.2585292,2.22739,9802,696.5,0.831,0.103379,1.46169,269,0,0,0,0,5712,4.359,1.082,0.1,"CONFIRMED",755,1,1,112
18.36974658,131.86573,2.939,1143.3,20.1,0.947,0.040429,0.4924,58,0,0,0,0,5244,4.538,0.81,-0.04,"CONFIRMED",756,1,1,112
3.137845914,133.55689,1.91,305.7,30.8,0.454,0.016057,2.86669,405,0,0,0,0,5041,4.479,0.857,0.18,"CONFIRMED",757,1,1,112
8.83929462,135.54125,1.719,316.2,14.8,0.924,0.020396,1.18866,148,0,0,0,0,5330,4.491,0.87,0.04,"CONFIRMED",758,1,1,112
23.20579353,180.7628,4.3243,342.5,46.9,0.059,0.016596,2.53079,58,0,0,0,0,5460,3.626,3.231,0.42,"CONFIRMED",759,1,1,112
11.59822233,180.395376,2.5237,2804.5,71,0.679,0.051287,3.14915,115,0,0,0,0,3688,4.79,0.473,0,"CONFIRMED",760,1,1,112
3.60082855,134.037,1.938,296.3,17.9,0.395,0.015617,3.43025,296,0,0,0,0,4838,4.524,0.796,0.18,"CONFIRMED",761,1,1,112
13.39155154,133.05499,3.391,48.9,24.5,0.539,0.006628,1.78056,95,0,0,0,0,6197,3.837,2.188,-0.32,"CONFIRMED",762,1,1,112
35.5969684,187.52765,6.691,684.5,52.5,0.895,0.028165,0.13057,38,0,0,0,0,6212,4.309,1.209,-0.04,"CONFIRMED",763,1,1,112
5.57654782,136.42668,3.673,53.6,13.2,0.45,0.006836,0.69821,239,0,0,0,0,6187,4.341,1.238,0.26,"CONFIRMED",764,1,1,112
59.7711433,148.96886,4.843,574.5,38.5,0.899,0.025906,0.53689,23,0,0,0,0,6214,4.382,1.122,-0.02,"CONFIRMED",765,1,1,112
7.18644594,136.62345,1.4972,402,23.8,0.892,0.02206,2.24354,172,0,0,0,0,5463,4.492,0.91,0.16,"CONFIRMED",766,1,1,112
6.76690759,136.61633,1.7062,249.3,29.7,0.648,0.015191,5.49873,169,0,0,0,0,5103,4.558,0.789,0.04,"CONFIRMED",767,1,1,112
59.8780258,151.1847,4.8027,1419.1,51.8,0.004,0.033448,5.0319,25,0,0,0,0,4016,4.658,0.599,0.02,"CONFIRMED",768,1,1,112
12.4418003,134.6507,3.572,78.4,11.4,0.043,0.007881,2.35251,103,0,0,0,0,4926,4.653,0.662,-0.36,"CONFIRMED",769,1,1,112
5.424749327,133.728952,1.139,7680,78,0.016,0.079794,38.98397,142,0,0,0,0,4137,4.658,0.591,-0.22,"CONFIRMED",770,1,1,112
13.61165024,144.16808,7.617,95.5,31.6,0.112,0.008943,0.2626,95,0,0,0,0,6170,4.192,1.499,0.24,"CONFIRMED",771,1,1,112
20.47748843,178.66786,2.8364,1382.4,52.7,0.497,0.034376,5.64738,59,0,0,0,0,5097,4.597,0.779,0.21,"CONFIRMED",772,1,1,112
86.1160885,134.8808,6.058,875.2,17.8,0.016,0.027076,3.53765,14,0,0,0,0,6161,4.454,1.053,0.07,"CONFIRMED",773,1,1,112
21.0907909,133.96316,4.751,417.6,19.7,0.832,0.021087,0.34445,54,0,0,0,0,5723,4.546,0.818,-0.36,"CONFIRMED",774,1,1,112
10.49566303,172.79335,4.7356,106.1,48.7,0.16,0.00948,0.82675,128,0,0,0,0,6214,4.238,1.297,-0.16,"CONFIRMED",775,1,1,112
77.086191,202.7483,4.77,942.8,12.9,1.227,0.259869,0.13815,16,0,0,0,0,6228,4.441,1.049,-0.08,"CONFIRMED",776,1,1,112
6.491682808,174.633553,4.301,7163.3,502.3,0.535,0.079893,0.57225,189,0,0,0,0,6123,4.413,1.107,0.14,"CONFIRMED",777,1,1,112
1.954525966,132.29679,2.0944,392.8,43.1,0.673,0.019224,0.8297,687,0,0,0,0,5741,4.331,1.136,0.16,"CONFIRMED",778,1,1,112
14.53260546,140.4685,2.4212,328.9,29,0.112,0.016627,8.91234,74,0,0,0,0,6003,4.507,0.932,-0.14,"CONFIRMED",779,1,1,112
18.2206024,141.37607,5.109,201.8,19.7,0.125,0.012951,1.17086,74,0,0,0,0,5951,4.283,1.262,0.14,"CONFIRMED",780,1,1,112
105.9566815,182.05127,6.9988,2286.4,51.8,0.322,0.043403,2.54944,13,0,0,0,0,5327,4.581,0.8,0.02,"CONFIRMED",781,1,1,112
1.151166776,133.231766,1.0907,578.4,83.7,0.029,0.021882,8.03646,1163,0,0,0,0,3951,4.73,0.535,-0.16,"CONFIRMED",782,1,1,112
56.3587987,222.31819,6.927,2559.6,44.4,0.906,0.056204,0.22873,22,0,0,0,0,5446,4.525,0.821,-0.2,"CONFIRMED",783,1,1,112
3.035206175,132.3291,0.6182,696.9,19.1,0.965,0.037643,6.04095,438,0,0,0,0,5505,4.503,0.873,-0.04,"CONFIRMED",784,1,1,112
87.5177787,201.15451,2.55,136.5,12.2,0.983,0.014911,0.73311,14,0,0,0,0,5903,4.304,1.137,-0.16,"CONFIRMED",785,1,1,112
6.365839713,171.13575,2.9721,780.7,70.8,0.524,0.026275,1.41102,216,0,0,0,0,5776,4.554,0.849,-0.18,"CONFIRMED",786,1,1,112
28.6253502,158.11827,4.551,652.7,18.3,0.021,0.023158,2.74306,46,0,0,0,0,5774,4.508,0.941,0.12,"CONFIRMED",787,1,1,112
10.27380957,134.65748,3.252,352.8,19.2,0.125,0.017115,2.59443,126,0,0,0,0,5806,4.528,0.899,-0.04,"CONFIRMED",788,1,1,112
88.40678718,176.274619,12.3079,1724.4,328,0.535,0.03884,0.28257,16,0,0,0,0,5611,4.388,1.073,0.36,"CONFIRMED",789,1,1,112
7.16520428,132.96921,1.705,433.8,17.6,0.142,0.019138,12.53756,181,0,0,0,0,6174,4.417,1.103,0.1,"CONFIRMED",790,1,1,112
23.7832097,179.75013,7.939,256.5,38.3,0.01,0.014585,0.41904,45,0,0,0,0,5877,4.233,1.265,-0.04,"CONFIRMED",791,1,1,112
4.88753111,132.70783,2.034,679.6,17.4,0.147,0.023483,5.09659,272,0,0,0,0,5568,4.499,0.957,0.44,"CONFIRMED",792,1,1,112
4.887803076,124.8130808,2.36255,4315.8,862.3,0.054,0.057823,3.69348,215,0,0,0,0,4778,4.591,0.763,0.32,"CONFIRMED",793,1,1,112
364.751562,135.47514,13.057,1481.5,25.5,0.875,0.041985,0.2513,4,0,0,0,0,4386,4.629,0.63,-0.26,"CONFIRMED",794,1,1,112
7.41683033,137.96389,7.274,72.6,20.6,0.873,0.009246,0.02287,179,0,0,0,0,4938,3.45,3.324,0,"CONFIRMED",795,1,1,112
23.8990075,151.39847,15.955,293.4,61.5,0.153,0.015456,0.05041,30,0,0,0,0,5511,3.914,1.93,0.1,"CONFIRMED",796,1,1,112
32.657035,152.881,5.953,620.4,17.9,0.007,0.023004,1.39791,5,0,0,0,0,6486,4.136,1.485,-0.34,"CONFIRMED",797,1,1,112
18.49234792,173.49816,3.4744,1655.5,61.4,0.034,0.036503,4.13534,76,0,0,0,0,5289,4.477,0.838,-0.18,"CONFIRMED",798,1,1,112
15.99560373,144.2399,3.471,221.7,20,0.088,0.013216,3.31831,79,0,0,0,0,4955,4.61,0.721,-0.1,"CONFIRMED",799,1,1,112
4.645382149,134.58939,2.0271,565.5,40.4,0.154,0.021552,4.8522,189,0,0,0,0,4041,4.697,0.567,-0.14,"CONFIRMED",800,1,1,112
16.473474,142.68604,4.201,470.5,13,0.014,0.019767,1.98837,66,0,0,0,0,5364,4.529,0.754,-0.54,"CONFIRMED",801,1,1,112
2.94194296,133.1044,2.056,278,18.2,0.03,0.01479,2.99216,398,0,0,0,0,4901,4.544,0.758,-0.06,"CONFIRMED",802,1,1,112
4.35407371,132.85695,2.427,277.1,19,0.734,0.016467,0.90519,297,0,0,0,0,5455,4.421,0.909,-0.2,"CONFIRMED",803,1,1,112
96.6781852,140.18339,5.6957,951.3,44.7,0.336,0.028035,4.04888,15,0,0,0,0,5386,4.322,1.076,0.18,"CONFIRMED",804,1,1,112
13.0600399,144.33107,2.851,106.8,12.5,0.495,0.009582,3.24406,98,0,0,0,0,5168,4.566,0.769,-0.12,"CONFIRMED",805,1,1,112
16.7525077,131.59834,3.174,338.3,18.2,0.763,0.018524,1.35716,80,0,0,0,0,4807,3.906,1.802,0.48,"CONFIRMED",806,1,1,112
39.859505,154.7616,7.987,155.5,13.9,0.398,0.011483,0.53073,28,0,0,0,0,5675,4.209,1.292,0.12,"CONFIRMED",807,1,1,112
13.13747785,170.22786,4.8655,212.8,43.1,0.8,0.014821,0.23634,101,0,0,0,0,5762,4.314,1.143,0.06,"CONFIRMED",808,1,1,112
8.18739443,260.86931,3.0472,517.6,38.4,0.377,0.020743,2.08567,166,0,0,0,0,5251,4.494,0.849,0,"CONFIRMED",809,1,1,112
11.32977062,133.96755,3.845,162.4,18.5,0.036,0.011589,1.73806,115,0,0,0,0,5821,4.355,1.085,-0.02,"CONFIRMED",810,1,1,112
14.78767172,176.79399,6.1191,781.8,39.4,0.021,0.025359,0.58731,69,0,0,0,0,5814,4.269,1.248,0.16,"CONFIRMED",811,1,1,112
8.75209691,170.63671,2.3742,1367.6,44.8,0.017,0.0337,6.09386,121,0,0,0,0,3731,4.75,0.498,-0.02,"CONFIRMED",812,1,1,112
94.886902,214.82879,6.923,641.7,25.5,0.982,0.035401,0.08569,14,0,0,0,0,5888,4.342,1.097,-0.1,"CONFIRMED",813,1,1,112
89.7224125,163.15815,10.963,263.7,25.6,0.742,0.016065,0.19195,13,0,0,0,0,6429,4.241,1.262,-0.46,"CONFIRMED",814,1,1,112
5.378868001,169.61512,2.7222,483.4,60.6,0.758,0.022038,0.73018,250,0,0,0,0,5077,4.567,0.774,0,"CONFIRMED",815,1,1,112
14.2651545,143.22024,3.601,66.3,13.9,0.353,0.00749,2.16725,95,0,0,0,0,5825,4.237,1.291,0.14,"CONFIRMED",816,1,1,112
51.8098276,182.97335,6.343,1025.4,56.8,0.273,0.028842,1.67158,17,0,0,0,0,5191,4.53,0.826,0.08,"CONFIRMED",817,1,1,112
15.77382794,137.53051,4.957,313.6,30.4,0.035,0.016277,1.14507,86,0,0,0,0,6283,4.129,1.531,-0.06,"CONFIRMED",818,1,1,112
12.7983174,133.64979,6.401,336.6,38.2,0.738,0.01815,0.14332,107,0,0,0,0,5592,4.115,1.451,0.16,"CONFIRMED",819,1,1,112
16.54081386,133.95274,2.5996,370,32.8,0.688,0.018716,3.36721,80,0,0,0,0,5064,4.572,0.769,0,"CONFIRMED",820,1,1,112
4.76559056,133.50531,2.2,67.5,15.2,0.14,0.007495,3.75634,275,0,0,0,0,5702,4.258,1.125,-0.28,"CONFIRMED",821,1,1,112
60.32494216,243.892578,6.6188,20280.4,347.2,0.224,0.128744,2.37656,22,0,0,0,0,5485,4.556,0.867,0.21,"CONFIRMED",822,1,1,112
13.5631157,140.65364,5.438,336.4,15.4,0.704,0.017929,0.28446,79,0,0,0,0,5853,4.529,0.895,-0.1,"CONFIRMED",823,1,1,112
24.2758992,152.43133,4.59,702.2,17,0.441,0.024621,1.67687,33,0,0,0,0,5745,4.559,0.837,-0.2,"CONFIRMED",824,1,1,112
6.07032548,135.30933,1.341,311.6,11.9,0.454,0.016287,15.96325,220,0,0,0,0,5076,4.598,0.763,0.1,"CONFIRMED",825,1,1,112
140.10765,216.21749,18.503,266.8,29,0.019,0.014948,0.19495,9,0,0,0,0,6207,3.963,2.097,0.24,"CONFIRMED",826,1,1,112
9.48803557,170.53875,2.9575,615.8,35.8,0.146,0.022344,3.20796,142,0,0,0,0,5455,4.467,0.927,0.14,"CONFIRMED",827,1,1,112
11.35010642,134.04612,2.2792,1221,38.3,0.035,0.031169,8.85324,116,0,0,0,0,3597,4.734,0.514,0.4,"CONFIRMED",828,1,1,112
704.962626,492.77178,18.003,2319.1,96.1,0.8495,0.050753,0.24101,143,0,0,0,0,5305,4.489,0.818,-0.26,"CONFIRMED",829,1,1,112
37.8154157,141.10346,4.662,286.4,22.4,0.533,0.015706,2.0362,38,0,0,0,0,4856,4.624,0.705,0,"CONFIRMED",830,1,1,112
28.227413,141.49504,5.782,1113.4,25.3,0.025,0.030469,1.34675,40,0,0,0,0,5858,4.553,0.849,-0.26,"CONFIRMED",831,1,1,112
9.18244299,134.04601,4.318,87.6,20.3,0.257,0.008634,0.89505,143,0,0,0,0,6194,4.242,1.314,-0.04,"CONFIRMED",832,1,1,112
14.7966306,142.74484,5.613,56.1,22.4,0.182,0.006866,0.68638,89,0,0,0,0,6175,4.299,1.307,0.28,"CONFIRMED",833,1,1,112
2.543063763,132.68159,2.8473,152,26.5,0.215,0.011173,0.90721,532,0,0,0,0,5579,4.389,1.029,0.14,"CONFIRMED",834,1,1,112
5.62154315,136.89013,2.4143,172.3,35.3,0.742,0.013022,1.11153,238,0,0,0,0,5637,4.439,0.96,0,"CONFIRMED",835,1,1,112
25.2100146,154.41122,6.553,62.1,18.8,0.771,0.007878,0.20773,43,0,0,0,0,6003,4.303,1.109,-0.38,"CONFIRMED",836,1,1,112
19.96367208,178.30806,2.6403,270.9,36.3,0.846,0.017335,1.64935,68,0,0,0,0,5250,4.541,0.79,-0.16,"CONFIRMED",837,1,1,112
10.41728722,137.45784,4.125,210.4,20.3,0.12,0.013087,1.2762,130,0,0,0,0,5557,4.288,1.151,0.14,"CONFIRMED",838,1,1,112
7.6746614,133.22431,1.9374,503,20.8,0.939,0.025638,0.62777,140,0,0,0,0,6063,4.47,1.001,-0.02,"CONFIRMED",839,1,1,112
12.41216347,142.54039,3.739,611.3,25.6,0.021,0.02227,2.14038,106,0,0,0,0,5561,4.362,1.06,0.16,"CONFIRMED",840,1,1,112
5.49548533,133.63966,2.461,85.8,14.2,0.202,0.008542,3.00666,243,0,0,0,0,6157,4.159,1.392,-0.26,"CONFIRMED",841,1,1,112
11.8150174,133.08929,2.834,1003,10.5,0.875,0.033946,0.73642,85,0,0,0,0,5729,4.514,0.939,0.21,"CONFIRMED",842,1,1,112
12.6119685,138.1189,6.372,76.5,12.2,0.709,0.008559,0.15315,104,0,0,0,0,6007,4.178,1.42,0.07,"CONFIRMED",843,1,1,112
141.2415405,256.205347,6.7645,12990.5,380.9,0.12,0.103416,5.07822,8,0,0,0,0,5705,4.397,1.017,0,"CONFIRMED",844,1,1,112
7.0106324,174.57542,3.0688,327.3,48.7,0.683,0.017555,0.88326,147,0,0,0,0,4908,4.567,0.782,0.22,"CONFIRMED",845,1,1,112
28.9060526,158.82431,3.099,99,13.3,0.863,0.010783,1.1896,48,0,0,0,0,4657,4.641,0.67,0.02,"CONFIRMED",846,1,1,112
150.0189511,224.685714,4.3823,4319.7,106.2,1.252,0.332851,1.42611,10,0,0,0,0,5618,4.46,0.897,-0.22,"CONFIRMED",847,1,1,112
16.78175788,139.79356,3.7386,908,118.8,0.502,0.027823,1.9562,63,0,0,0,0,4925,4.588,0.742,0,"CONFIRMED",848,1,1,112
16.080657264,182.7601,2.8701,3076,195.9,0.051,0.049706,6.61361,77,0,0,0,0,5303,4.547,0.817,0,"CONFIRMED",849,1,1,112
2.58083264,171.56048,2.1729,270.2,17.5,0.16,0.014804,2.14949,384,0,0,0,0,5296,4.538,0.808,-0.1,"CONFIRMED",850,1,1,112
4.02877097,133.76774,3.173,100.4,18.6,0.193,0.009204,1.03961,311,0,0,0,0,6052,4.285,1.202,-0.12,"CONFIRMED",851,1,1,112
60.8660974,179.28674,4.397,714.3,15.4,0.004,0.024307,6.48899,23,0,0,0,0,3808,4.734,0.522,-0.02,"CONFIRMED",852,1,1,112
1.093665854,132.47213,1.4399,218.4,33.5,0.174,0.013555,3.12612,1217,0,0,0,0,5845,4.541,0.874,-0.16,"CONFIRMED",853,1,1,112
12.21828097,140.321095,2.6969,1843.4,90.1,0.778,0.043209,1.76732,84,0,0,0,0,5822,4.351,1.081,-0.06,"CONFIRMED",854,1,1,112
3.770590654,133.39088,2.029,314.4,37.1,0.24,0.016172,3.67551,353,0,0,0,0,5714,4.274,1.208,0.14,"CONFIRMED",855,1,1,112
49.2768448,157.02073,3.787,1132.9,17.8,0.022,0.030272,8.36473,26,0,0,0,0,3899,4.713,0.529,-0.2,"CONFIRMED",856,1,1,112
5.88527364,174.42554,1.9531,112.7,27.4,0.622,0.010194,3.3725,225,0,0,0,0,6070,4.157,1.431,-0.08,"CONFIRMED",857,1,1,112
12.12401737,134.955,3.3091,788.4,40.1,0.029,0.024936,3.03686,114,0,0,0,0,5094,4.469,0.87,0.16,"CONFIRMED",858,1,1,112
2.99792926,131.76579,4.398,45.4,16,0.403,0.006238,0.23993,120,0,0,0,0,5888,4.061,1.645,0.14,"CONFIRMED",859,1,1,112
87.0912594,187.31231,7,1129.1,41.8,0.845,0.035555,0.46057,12,0,0,0,0,5001,4.582,0.76,0.04,"CONFIRMED",860,1,1,112
24.58716355,173.70572,3.984,907.5,35.6,0.648,0.028979,1.67641,55,0,0,0,0,5474,4.605,0.749,-0.34,"CONFIRMED",861,1,1,112
3.27645723,131.97924,2.219,323,17.9,0.001,0.016307,2.66517,344,0,0,0,0,5812,4.504,0.963,0.21,"CONFIRMED",862,1,1,112
15.77111067,184.90347,5.0574,547.1,123.2,0.009,0.021029,1.09537,87,0,0,0,0,5620,4.333,1.143,0.34,"CONFIRMED",863,1,1,112
26.62941953,191.99627,7.8709,492.8,106.9,0.015,0.020245,0.48937,48,0,0,0,0,5866,4.117,1.417,-0.2,"CONFIRMED",864,1,1,112
31.71981013,142.82083,4.819,363.4,63.1,0.125,0.017414,2.4614,44,0,0,0,0,5869,4.024,1.626,-0.16,"CONFIRMED",865,1,1,112
100.8276725,216.38757,8.39,1778.8,36.7,0.676,0.040808,0.71468,8,0,0,0,0,5301,4.391,0.977,0.16,"CONFIRMED",866,1,1,112
8.47237911,174.16212,2.7245,1123.5,47.6,0.022,0.030119,3.86328,159,0,0,0,0,5354,4.587,0.788,-0.08,"CONFIRMED",867,1,1,112
4.13592927,133.53763,2.377,156.2,15.2,0.168,0.011401,2.5854,261,0,0,0,0,5886,4.345,1.152,0.16,"CONFIRMED",868,1,1,112
20.50588921,181.43428,4.0595,2105.5,78.5,0.26,0.041039,2.64998,69,0,0,0,0,4905,4.544,0.761,-0.04,"CONFIRMED",869,1,1,112
9.3281912,132.85459,3.991,45.2,13.7,0.044,0.006063,1.25917,149,0,0,0,0,5525,4.514,0.888,0.08,"CONFIRMED",870,1,1,112
15.67750191,179.47311,5.5082,115.5,39.6,0.911,0.011755,0.06806,72,0,0,0,0,6003,4.303,1.109,-0.38,"CONFIRMED",871,1,1,112
41.6977582,134.24608,5.513,684.8,27.7,0.018,0.02375,2.25165,34,0,0,0,0,5730,4.545,0.87,-0.06,"CONFIRMED",872,1,1,112
16.3297527,177.29506,6.271,1187.5,74.6,0.791,0.034822,0.16717,85,0,0,0,0,5878,4.444,0.987,-0.06,"CONFIRMED",873,1,1,112
4.147021189,170.325835,2.8997,3680.7,421.2,0.255,0.055579,1.54911,252,0,0,0,0,5818,4.266,1.205,-0.02,"CONFIRMED",874,1,1,112
5.59931543,171.47391,3.8944,84.8,41.4,0.914,0.010106,0.06759,231,0,0,0,0,6003,4.303,1.109,-0.38,"CONFIRMED",875,1,1,112
0.843379985,131.966174,1.4474,343.3,53.6,0.696,0.01815,1.05377,1577,0,0,0,0,4818,4.481,0.856,0.56,"CONFIRMED",876,1,1,112
38.3775486,172.82048,5.588,724.2,34.7,0.468,0.024901,1.40588,37,0,0,0,0,5481,4.369,1.036,0.16,"CONFIRMED",877,1,1,112
86.64764448,173.794641,4.2326,7311.6,241.9,0,0.07685,12.03473,16,0,0,0,0,5522,4.323,1.12,0.26,"CONFIRMED",878,1,1,112
26.6951944,143.9999,4.576,132.6,13.4,0.136,0.010567,2.35995,46,0,0,0,0,6086,4.274,1.216,-0.16,"CONFIRMED",879,1,1,112
14.08826442,137.34334,4.1847,889.4,34.2,0.133,0.027205,1.71486,97,0,0,0,0,5853,4.529,0.895,-0.1,"CONFIRMED",880,1,1,112
5.53533152,132.76087,2.793,260.6,27.5,0.051,0.014566,2.23423,240,0,0,0,0,5588,4.331,1.1,0.14,"CONFIRMED",881,1,1,112
5.83599485,169.87446,2.062,553.3,11.2,0.129,0.021244,5.84588,230,0,0,0,0,5423,4.542,0.828,-0.06,"CONFIRMED",882,1,1,112
12.2064304,134.053,2.407,1337.2,16.2,0.104,0.032713,8.01064,5,0,0,0,0,5254,4.05,1.514,0.21,"CONFIRMED",883,1,1,112
15.18727049,134.05495,4.509,292.5,21.4,0.839,0.017654,0.26952,73,0,0,0,0,6136,4.414,1.005,-0.36,"CONFIRMED",884,1,1,112
17.9134215,135.52921,4.364,197.8,11.4,0.832,0.014619,0.35754,65,0,0,0,0,5435,4.495,0.873,-0.02,"CONFIRMED",885,1,1,112
240.7990472,334.14037,16.666,5022.9,170.1,0.647,0.068165,0.26927,6,0,0,0,0,5758,4.168,1.385,0.12,"CONFIRMED",886,1,1,112
33.4698571,140.14977,4.749,370.7,23.2,0.876,0.020478,0.37871,43,0,0,0,0,5912,4.342,1.094,-0.14,"CONFIRMED",887,1,1,112
2.7073064,132.43068,3.4378,69.5,31.7,0.007,0.007624,0.5829,496,0,0,0,0,6045,4.069,1.629,0.02,"CONFIRMED",888,1,1,112
11.1895709,140.63504,5.3,143.3,19.9,0.541,0.011323,0.39737,111,0,0,0,0,6188,4.152,1.465,-0.08,"CONFIRMED",889,1,1,112
1.118547814,132.84826,1.5534,234.8,21.7,0.221,0.013601,2.48278,1192,0,0,0,0,4496,4.65,0.658,0.06,"CONFIRMED",890,1,1,112
11.1296971,138.57573,2.942,371,14.7,0.572,0.018314,2.20963,117,0,0,0,0,6122,4.487,0.964,-0.18,"CONFIRMED",891,1,1,112
4.40841331,172.18582,5.012,549.4,45.1,0.899,0.025379,0.03994,279,0,0,0,0,6007,4.457,0.961,-0.24,"CONFIRMED",892,1,1,112
19.270825843,182.5436,4.1281,6660.5,577.1,0.169,0.074186,2.75959,67,0,0,0,0,5779,4.491,0.956,0.12,"CONFIRMED",893,1,1,112
